9.588964170659059164e+03,3.189872172932197145e+02
9.464458668635419599e+03,2.916836732831869767e+02
9.005851650583123046e+03,3.155925260732739162e+02
9.823786148106677501e+03,3.138678131703317717e+02
9.411375073115505074e+03,2.909964712997669949e+02
1.272311225029066236e+03,9.970903621056302768e+01
1.102843768278876496e+03,9.324735347482523196e+01
7.709137197742259559e+03,3.038583438364661333e+02
9.490431105350036887e+03,3.026049691070540462e+02
9.087090774266944209e+03,2.936033790576382216e+02
9.623057919458453398e+03,3.247381577038045180e+02
1.180994824293336251e+03,8.358935603451647012e+01
9.840777508165201652e+02,1.164052997448808213e+02
1.122607776337509222e+03,1.019537268302905346e+02
1.163369414337155831e+03,8.221024652606240579e+01
8.533123959741868021e+03,2.915256980011316159e+02
1.205946537026669148e+03,1.104008598777488288e+02
8.698477319864819947e+03,3.415542446450040757e+02
1.323796332135051898e+03,7.689075963171079309e+01
1.021772693566735938e+03,9.520253429322868044e+01
7.635238395409463919e+03,3.355198717101353623e+02
9.549512052910724378e+03,2.956787975999347964e+02
9.496241721573574068e+02,7.904500982570074541e+01
1.073832791421401225e+03,1.076961156825946802e+02
9.653477657348623325e+03,2.762803287014165221e+02
7.746649976337286716e+03,3.084476044084395880e+02
8.487295388811129442e+02,1.194439387959858578e+02
1.005656726964614677e+03,9.112937318372242146e+01
7.613523501077374931e+03,2.931340463563506091e+02
7.010278771821784176e+03,3.315233344863841012e+02
9.951697814423299860e+03,2.698482967947122688e+02
1.003727789897612070e+03,9.185202987389241969e+01
1.021774397979582886e+03,8.943372700397465280e+01
8.344135271268257839e+02,1.040498085794663297e+02
9.495127926957220552e+02,1.004997591720829462e+02
1.000603486806242813e+03,1.097375939088202301e+02
1.000791518797519871e+03,1.152589651487675440e+02
6.772842994355648898e+02,1.028937578773496000e+02
8.621564043820493453e+02,8.972617397129154426e+01
8.559428470468325031e+03,3.398054729950818000e+02
1.023328413961072511e+04,3.409342793696427520e+02
9.295331165685603992e+03,3.102614875767928879e+02
8.119907676910463579e+02,1.069944905253578469e+02
9.922428642050916096e+03,2.405336905189822971e+02
7.527049359850626388e+03,3.060209892757612806e+02
9.342586296477393262e+03,2.953943064314578351e+02
7.623964805364561244e+02,1.344798091107051334e+02
9.176943735377120902e+03,3.026485560229754697e+02
8.832809899354670051e+02,9.364427350084869772e+01
7.600187621556242448e+03,2.659069758847807634e+02
1.101561918098464048e+03,8.278387600185121187e+01
7.954406128735345192e+03,2.996730919448502846e+02
8.164632097832546606e+03,2.710512777536083036e+02
9.406247672393856192e+03,2.770451680024682446e+02
1.147241042664764791e+03,1.142404129699148001e+02
8.536939340167209593e+03,3.147399033803642396e+02
1.044479921711061024e+03,7.753419428375245559e+01
8.213351920696295565e+03,2.876674125663361110e+02
9.190275697538896566e+03,3.150612437538395625e+02
1.062768604920394682e+04,2.974759763257284817e+02
1.050125874156973259e+04,3.234105396589628754e+02
1.071501550633473016e+03,1.114477546908998846e+02
8.236403221033965565e+02,9.986652005061834814e+01
8.774122529043675058e+02,9.342818625476735406e+01
9.022626907858459163e+03,2.881724975782965430e+02
1.138024294044941598e+03,9.228355162946822077e+01
6.533808752693437327e+02,9.485053476726295685e+01
6.728941201238355916e+02,1.291489339515099459e+02
8.633578411597900413e+03,2.740721638569970082e+02
8.394918155524452231e+03,3.259252517279811627e+02
9.723979297173344094e+03,2.781191413793553124e+02
6.866624940843217928e+02,1.063357033063296768e+02
6.500469053890604982e+02,7.443023191358557256e+01
1.187416440221790481e+03,7.856399652327563388e+01
8.326051409398962278e+03,2.780565603072035401e+02
1.146200068766961749e+03,1.142350716475788914e+02
9.204001155418705821e+03,2.849517164454992439e+02
6.317623399626565970e+02,1.045157419568209889e+02
1.196264157390246282e+03,9.626666999412837811e+01
8.900507612929020524e+02,9.752185671038901660e+01
9.088106145063995882e+02,9.764102248937292927e+01
1.087032697624578532e+03,1.014270916534817957e+02
8.842348350418022846e+02,1.110549275352731797e+02
7.691576480495342366e+03,3.388652452686799279e+02
8.916471085287497772e+03,2.745795391830667995e+02
8.465462610549257079e+03,2.871848015397885661e+02
1.002709709725722519e+03,7.585841655740568967e+01
1.051000288854676228e+03,8.871378733412444717e+01
9.552097176179766393e+03,2.897114021726242754e+02
8.247963070764184522e+03,3.093259873671437958e+02
9.584800275067846087e+03,3.189800955301051886e+02
9.600362664261472673e+03,3.104599560904150053e+02
8.509649011617470023e+03,2.912375816730231577e+02
9.147614952451154750e+03,2.952257426137064158e+02
8.798051170782888221e+03,3.006663455627772805e+02
7.135618777882145878e+02,9.880689119598832804e+01
1.017657109328970364e+04,2.930308213869525957e+02
1.294142773322425910e+03,9.477311604021444680e+01
7.113566009549326736e+02,8.209171034812092671e+01
6.588095988523659798e+02,1.266399037826014933e+02
9.177919686844243188e+03,2.700455923783366075e+02
1.308321034902681276e+03,1.307007095272320782e+02
9.791177713218744429e+02,8.093465438730008543e+01
8.898571176170814852e+02,1.298541047463113500e+02
8.848403335341459751e+03,3.063473595188213494e+02
8.294561288413586226e+03,2.998220267341578165e+02
9.347523881595394641e+02,1.134189655864002049e+02
9.274144322662001287e+03,2.772747798634527499e+02
9.999575794181582751e+03,2.855569845988849238e+02
8.798496688629429627e+03,2.720600131009343272e+02
9.014911159590448733e+03,2.891360398318565785e+02
9.010838838902889620e+03,2.678112220765409006e+02
8.143965335545365633e+03,3.004442785607878363e+02
9.847953068550752960e+02,9.737827668322752572e+01
8.663656526373144970e+02,9.038860115484142455e+01
9.087097591918331091e+03,2.859116360052995560e+02
8.939181227420302093e+03,2.965043689109700153e+02
9.821537151519833060e+03,2.596962256575494621e+02
8.049585922145824952e+03,3.459730788142734923e+02
1.001462912645780648e+03,1.116943945549554371e+02
1.249893948545395688e+03,8.916773844916369285e+01
8.275545306979040561e+02,1.255543598218105785e+02
7.535130972170147743e+02,1.064451465379391379e+02
8.033379801740740049e+02,9.075055942475208326e+01
1.068536080665500322e+03,8.295608489758956239e+01
1.029518532854020668e+04,2.691876795089477241e+02
1.116114667158854900e+03,9.376275496239024676e+01
9.749665760887161014e+03,2.714186620310341596e+02
1.150088952306835608e+03,8.174118804038478459e+01
9.292874580933843390e+03,2.663020007662963735e+02
1.011135202970955334e+03,1.113953967977530795e+02
1.259949614951061903e+03,1.311218975191984839e+02
1.375314685392433148e+03,1.175579047442221565e+02
8.116381525870165206e+03,2.728299412648040061e+02
1.163290802203857083e+03,1.142841343912283634e+02
6.618766347232791531e+02,1.016182619620991971e+02
8.734578291957752299e+03,3.044478161889089733e+02
8.911121676655071724e+02,7.877435618721210631e+01
7.647506538893116158e+03,3.021576826161322629e+02
